authors,average_rating,book_id,description,e_book,goodreads_book_id,is_ebook,isbn,language_code,num_pages,original_publication_year,original_title,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,ratings_count,title
"Sogyal Rinpoche, Andrew Harvey",4.22,5387.0,,False,206731,,,,0,1992.0,,236.0,621.0,2870.0,5847.0,8806.0,17170,The Tibetan Book of Living and Dying
Orson Scott Card,3.89,5388.0,,False,7973,,,,0,1999.0,,373.0,1334.0,5621.0,8931.0,6899.0,21889,Enchantment
Edgar Allan Poe,3.92,5389.0,,False,175516,,,eng,0,1839.0,,314.0,1554.0,6878.0,10945.0,8762.0,26468,The Fall of the House of Usher
D.J. MacHale,4.27,5390.0,,False,4415692,,,en-US,0,2009.0,,343.0,734.0,2903.0,5214.0,10740.0,19502,"The Soldiers of Halla (Pendragon, #10)"
E. Lockhart,3.49,5391.0,,False,301022,,,en-US,0,2005.0,,1180.0,2926.0,7723.0,7355.0,4834.0,22687,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)"
Pat Barker,4.03,5392.0,,False,5872,,,en-GB,0,1991.0,,268.0,906.0,3897.0,7880.0,7042.0,17126,"Regeneration (Regeneration, #1)"
Veronica Roth,4.2,5393.0,,False,18668485,,,eng,0,2014.0,,219.0,660.0,3651.0,6351.0,9778.0,15505,"The Initiate (Divergent, #0.2)"
Michael J. Fox,4.06,5394.0,,False,133729,,,eng,0,2002.0,,197.0,577.0,3623.0,7658.0,6552.0,16862,Lucky Man
Margaret Atwood,3.66,5395.0,,False,17645,,,en-US,0,2005.0,,464.0,2307.0,8074.0,9567.0,5286.0,21731,The Penelopiad
"John Joseph Adams, Robert J. Sawyer, Stephen King, Michael Moorcock, Sharyn McCrumb, Stephen Baxter, Anne Perry, Barbara Hambly, Tanith Lee, Neil Gaiman, Rob Rogers, Naomi Novik, Anthony Burgess, Dominic Green, Laurie R. King, Barbara Roden, Peter Tremayne, Tim Lebbon, Bradley H. Sinor, Edward D. Hoch, Vonda N. McIntyre, Darrell Schweitzer, Mary Robinette Kowal, H.Paul Jeffers, Geoffrey A. Landis, Amy Myers, Tony Pi, Chris Roberson, Mark Valentine",4.37,5396.0,,False,6390031,,,eng,0,2007.0,,225.0,373.0,1920.0,4638.0,9545.0,16405,The Improbable Adventures of Sherlock Holmes
Gigi Levangie Grazer,3.51,5397.0,,False,192341,,,,0,2005.0,,717.0,2101.0,5867.0,5405.0,3625.0,17173,The Starter Wife
"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",4.12,5398.0,,False,167010,,,eng,0,2003.0,,133.0,645.0,4400.0,10514.0,8928.0,23951,"Fables, Vol. 2: Animal Farm"
"James     Baldwin, Kıvanç Güney",4.45,5399.0,,False,464260,,,eng,0,1963.0,,105.0,327.0,2002.0,6326.0,12568.0,19816,The Fire Next Time
Mo Willems,4.35,5400.0,,False,191117,,,en-US,0,2006.0,,339.0,752.0,3330.0,6417.0,14829.0,25532,Don't Let the Pigeon Stay Up Late!
"Grant Morrison, Frank Quitely",3.95,5401.0,,False,22358,,,eng,0,2005.0,,811.0,1239.0,3777.0,6104.0,7786.0,18822,We3
Meg Cabot,3.69,5402.0,,False,93731,,,eng,0,2003.0,,444.0,2504.0,10120.0,9222.0,7250.0,27057,"Princess in Pink (The Princess Diaries, #5)"
Ellen Schreiber,4.06,5403.0,,False,2051840,,,eng,0,2008.0,,535.0,1556.0,4731.0,5573.0,10893.0,22257,"The Coffin Club (Vampire Kisses, #5)"
Sinclair Lewis,3.75,5404.0,,False,11376,,,eng,0,1920.0,,585.0,1562.0,5585.0,7367.0,5410.0,19040,Main Street
"Rick Riordan, John Rocco",4.51,5405.0,,False,20829994,,,eng,0,2014.0,,159.0,387.0,2541.0,7679.0,18797.0,24718,Percy Jackson's Greek Gods (A Percy Jackson and the Olympians Guide)
Catherine Gilbert Murdock,3.73,5406.0,,False,16178,,,eng,0,2006.0,,1003.0,2010.0,6345.0,8742.0,6721.0,23306,"Dairy Queen (Dairy Queen, #1)"
Michael Chabon,3.36,5407.0,,False,10756240,,,eng,0,2012.0,,991.0,2427.0,5767.0,5865.0,2459.0,15614,Telegraph Avenue
Karin Slaughter,4.24,5408.0,,False,5764902,,,eng,0,2009.0,,101.0,313.0,2998.0,9457.0,9371.0,17871,"Undone (Will Trent, #3)"
Erika Swyler,3.59,5409.0,,False,23014670,,,eng,0,2015.0,,441.0,1769.0,6454.0,7640.0,3269.0,17345,The Book of Speculation
Laurell K. Hamilton,3.7,5410.0,,False,6726595,,,en-US,0,2009.0,,1325.0,3195.0,7394.0,7308.0,9218.0,26325,"Flirt (Anita Blake, Vampire Hunter #18)"
Nora Roberts,4.16,5411.0,,False,59825,,,eng,0,1998.0,,68.0,599.0,4991.0,9410.0,10553.0,23833,"Inner Harbor (Chesapeake Bay Saga, #3)"
Christopher Moore,3.85,5412.0,,False,6559316,,,en-US,0,2010.0,,400.0,1223.0,5767.0,8935.0,5970.0,20914,"Bite Me (A Love Story, #3)"
Frederick Franck,3.92,5413.0,,False,228765,,,,0,1973.0,,618.0,1196.0,3176.0,3629.0,6184.0,14748,Zen of Seeing: Seeing/Drawing as Meditation
Kristen Britain,4.09,5414.0,,False,147843,,,eng,0,1998.0,,413.0,1120.0,4639.0,9146.0,10362.0,24006,"Green Rider (Green Rider, #1)"
Anne McCaffrey,4.22,5415.0,,False,61942,,,,0,1968.0,,206.0,682.0,3748.0,7415.0,10618.0,18896,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)"
Helen Oyeyemi,3.34,5416.0,,False,18079683,,,eng,0,2013.0,,1017.0,3043.0,6716.0,6277.0,2726.0,17667,"Boy, Snow, Bird"
Sue Grafton,3.88,5417.0,,False,64860,,,,0,1988.0,,72.0,659.0,8053.0,11032.0,6344.0,24206,"E is for Evidence (Kinsey Millhone, #5)"
David  Brooks,3.83,5418.0,,False,9628743,,,eng,0,2011.0,,426.0,1230.0,4060.0,6145.0,4883.0,15378,"The Social Animal: The Hidden Sources of Love, Character, and Achievement"
Ian McEwan,3.23,5419.0,,False,7140754,,,eng,0,2010.0,,1065.0,3261.0,7712.0,5997.0,2006.0,17333,Solar
Thomas S. Kuhn,3.98,5420.0,,False,61539,,,eng,0,1962.0,,484.0,1003.0,3297.0,6234.0,6490.0,15950,The Structure of Scientific Revolutions
Andrea Levy,3.89,5421.0,,False,44001,,,en-US,0,2004.0,,320.0,1003.0,4534.0,8385.0,5412.0,17205,Small Island
Louise Penny,4.46,5422.0,,False,28220985,,,eng,0,2016.0,,138.0,301.0,1596.0,6522.0,11972.0,13563,"A Great Reckoning (Chief Inspector Armand Gamache, #12)"
Sidney Sheldon,3.54,5423.0,,False,43327,,,eng,0,2000.0,,345.0,1718.0,6063.0,5293.0,2951.0,15345,The Sky is Falling
Peter M. Senge,3.93,5424.0,,False,255127,,,,0,1990.0,,857.0,1311.0,4497.0,6850.0,8101.0,20935,The Fifth Discipline: The Art & Practice of The Learning Organization
"Arthur Koestler, Daphne Hardy",4.06,5425.0,,False,30672,,,eng,0,1940.0,,253.0,793.0,3649.0,7516.0,7241.0,16818,Darkness at Noon
Jaci Burton,3.93,5426.0,,False,8341567,,,en-US,0,2011.0,,926.0,1862.0,7167.0,11281.0,11532.0,31260,"The Perfect Play (Play by Play, #1)"
Jane Green,3.63,5427.0,,False,763047,,,,0,1997.0,,511.0,1558.0,6206.0,6118.0,4050.0,17917,Straight Talking
Jack Campbell,3.93,5428.0,,False,112292,,,,0,2006.0,,271.0,1048.0,4742.0,9006.0,6249.0,19074,"Dauntless (The Lost Fleet, #1)"
Lois McMaster Bujold,4.16,5429.0,,False,61886,,,eng,0,2000.0,,318.0,852.0,3764.0,9004.0,10198.0,21007,"The Curse of Chalion (World of the Five Gods, #1)"
Elizabeth Flock,3.9,5430.0,,False,80534,,,,0,2005.0,,364.0,1102.0,4459.0,7064.0,5896.0,16975,Me & Emma
Nora Roberts,4.17,5431.0,,False,114187,,,en-US,0,2002.0,,115.0,707.0,4841.0,9132.0,10993.0,23925,"Chesapeake Blue (Chesapeake Bay Saga, #4)"
Malinda Lo,3.62,5432.0,,False,6472451,,,en-US,0,2009.0,,1199.0,2553.0,6553.0,7467.0,6180.0,14513,Ash
Bernard Cornwell,4.29,5433.0,,False,6489529,,,eng,0,2009.0,,48.0,191.0,2318.0,7965.0,8349.0,15373,"The Burning Land (The Saxon Stories, #5)"
Megan McCafferty,4.08,5434.0,,False,199687,,,eng,0,2003.0,,290.0,960.0,4680.0,8457.0,9447.0,23180,"Second Helpings (Jessica Darling, #2)"
"Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel",4.0,5435.0,,False,134360,,,,0,1972.0,,665.0,1064.0,2639.0,3735.0,6783.0,14769,Diane Arbus: Monograph
Carolyn Mackler,3.77,5436.0,,False,253106,,,eng,0,2003.0,,474.0,1775.0,6478.0,7195.0,6287.0,21129,"The Earth, My Butt, and Other Big Round Things"
Joseph Conrad,3.61,5437.0,,False,12194,,,eng,0,1900.0,,1063.0,2299.0,6399.0,7601.0,5341.0,19113,Lord Jim
Leo Lionni,4.25,5438.0,,False,225545,,,,0,1975.0,,166.0,546.0,3034.0,5077.0,9061.0,17617,A Color of His Own
Neil Gaiman,4.31,5439.0,,False,79257,,,eng,0,1987.0,,158.0,479.0,2786.0,5345.0,9983.0,18015,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion
Andrew Clements,3.88,5440.0,,False,542752,,,en-GB,0,2002.0,,367.0,1333.0,5736.0,7987.0,6865.0,21478,"Things Not Seen (Things, #1)"
"Frank E. Peretti, Ted Dekker",3.6,5441.0,,False,19747756,,,eng,0,2006.0,,1187.0,2431.0,5115.0,5507.0,5553.0,17813,House
"V.E. Schwab, Victoria Schwab",4.25,5442.0,,False,13638125,,,eng,0,2013.0,,265.0,834.0,3829.0,10026.0,13537.0,23613,"Vicious (Villains, #1)"
Clive Cussler,3.96,5443.0,,False,41706,,,eng,0,1976.0,,147.0,854.0,5145.0,7976.0,6470.0,18945,"Raise the Titanic! (Dirk Pitt, #4)"
Eoin Colfer,3.85,5444.0,,False,45432,,,en-US,0,2004.0,,277.0,1595.0,6618.0,8871.0,6991.0,23010,The Supernaturalist
Meg Cabot,3.77,5445.0,,False,199782,,,eng,0,2007.0,,477.0,1719.0,7512.0,8856.0,6511.0,24000,"Queen of Babble in the Big City (Queen of Babble, #2)"
Dr. Seuss,4.13,5446.0,,False,420404,,,eng,0,1958.0,,393.0,1074.0,5364.0,7608.0,12057.0,24972,Yertle the Turtle and Other Stories
Camron Wright,4.23,5447.0,,False,13628812,,,eng,0,2012.0,,151.0,453.0,2487.0,7623.0,8260.0,16153,The Rent Collector
Rohinton Mistry,3.99,5448.0,,False,19661,,,eng,0,2001.0,,141.0,654.0,3799.0,7814.0,5394.0,16790,Family Matters
Harvey Karp,3.92,5449.0,,False,132900,,,eng,0,2002.0,,228.0,937.0,3901.0,6277.0,5084.0,13035,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer
"Penelope Douglas, Nelson Hobbs",4.36,5450.0,,False,20803962,,,,0,2013.0,,231.0,616.0,3447.0,9658.0,16148.0,16757,"Until You (Fall Away, #1.5)"
Dee Lestari,3.94,5451.0,,False,6765740,,,ind,0,2004.0,,237.0,852.0,3278.0,5309.0,4780.0,13927,Perahu Kertas
Gordon Korman,3.82,5452.0,,False,1025250,,,en-US,0,2000.0,,588.0,1562.0,5602.0,7435.0,6494.0,20411,Schooled
"Dallas Hartwig, Melissa Hartwig",4.09,5453.0,,False,13193855,,,en-US,0,2012.0,,407.0,702.0,2989.0,6280.0,7132.0,13643,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways
Ted Kerasote,4.18,5454.0,,False,430968,,,en-US,0,2007.0,,287.0,690.0,2541.0,4980.0,7763.0,14953,Merle's Door: Lessons from a Freethinking Dog
Gary Paulsen,3.98,5455.0,,False,141372,,,en-US,0,1996.0,,281.0,880.0,4518.0,7115.0,6748.0,16861,"Brian's Winter (Brian's Saga, #3)"
Julia Alvarez,3.62,5456.0,,False,11208,,,eng,0,1991.0,,360.0,1572.0,6363.0,7253.0,3394.0,15231,How the García Girls Lost Their Accents 
"J. Lynn, Jennifer L. Armentrout",4.15,5457.0,,False,17558817,,,eng,0,2014.0,,273.0,1133.0,5585.0,13508.0,14014.0,32046,"Be with Me (Wait for You, #2)"
Louisa May Alcott,3.8,5458.0,,False,372319,,,eng,0,1886.0,,306.0,1683.0,8009.0,9340.0,7127.0,23877,"Jo's Boys (Little Women, #3)"
Harlan Coben,4.2,5459.0,,False,29430007,,,eng,0,2016.0,,204.0,662.0,3305.0,8774.0,9759.0,12183,Home (Myron Bolitar #11)
Charles Bukowski,3.99,5460.0,,False,38502,,,eng,0,1969.0,,211.0,723.0,3574.0,6784.0,5566.0,15443,Notes of a Dirty Old Man
"Jussi Adler-Olsen, K.E. Semmel",3.85,5461.0,,False,13505130,,,eng,0,2008.0,,270.0,999.0,5236.0,9213.0,4999.0,13479,"The Absent One (Department Q, #2)"
James McBride,3.75,5462.0,,False,16171272,,,eng,0,2013.0,,512.0,1358.0,4234.0,6298.0,4246.0,14538,The Good Lord Bird
Susan Cooper,4.0,5463.0,,False,24963,,,eng,0,1974.0,,201.0,933.0,5676.0,8641.0,8080.0,21364,"Greenwitch (The Dark Is Rising, #3)"
"Robert Kirkman, Charlie Adlard, Cliff Rathburn",4.3,5464.0,,False,30065,,,en-GB,0,2006.0,,92.0,359.0,2671.0,7436.0,9855.0,19431,"The Walking Dead, Vol. 05: The Best Defense"
Elizabeth Chandler,4.08,5465.0,,False,321645,,,eng,0,1995.0,,639.0,1429.0,4430.0,6474.0,11065.0,21813,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)"
Abbi Glines,4.15,5466.0,,False,18053782,,,eng,0,2014.0,,368.0,1154.0,5212.0,11925.0,13501.0,30690,"Take a Chance (Rosemary Beach, #7; Chance, #1)"
Daniel Silva,4.24,5467.0,,False,9975779,,,eng,0,2011.0,,97.0,352.0,2762.0,7890.0,8462.0,16744,"Portrait of a Spy (Gabriel Allon, #11)"
Kate Atkinson,3.79,5468.0,,False,501124,,,en-US,0,2006.0,,236.0,1241.0,6192.0,10025.0,4721.0,19384,"One Good Turn (Jackson Brodie, #2)"
Clive Barker,4.08,5469.0,,False,768878,,,en-US,0,2002.0,,385.0,1045.0,4059.0,7777.0,9077.0,20460,"Abarat (Abarat, #1)"
Arthur C. Clarke,3.52,5470.0,,False,35816,,,eng,0,1987.0,,308.0,2112.0,7924.0,6639.0,3289.0,17843,"2061: Odyssey Three (Space Odyssey, #3)"
"Marshall Goldsmith, Mark Reiter",3.94,5471.0,,False,84525,,,,0,2007.0,,293.0,884.0,3779.0,5612.0,5406.0,14545,What Got You Here Won't Get You There: How Successful People Become Even More Successful
Richard Paul Evans,4.12,5472.0,,False,7187395,,,en-US,0,2010.0,,275.0,706.0,2913.0,6277.0,7338.0,16224,"The Walk (The Walk, #1)"
Claudia Gray,3.8,5473.0,,False,6619499,,,en-US,0,2011.0,,848.0,2320.0,6273.0,7039.0,8444.0,23780,"Afterlife (Evernight, #4)"
Nick Hornby,3.27,5474.0,,False,411527,,,en-US,0,2007.0,,728.0,3105.0,8452.0,5906.0,2005.0,17393,Slam
Robin LaFevers,4.15,5475.0,,False,9943270,,,eng,0,2013.0,,377.0,945.0,4836.0,11653.0,12269.0,28133,"Dark Triumph (His Fair Assassin, #2)"
Kwame Alexander,4.22,5476.0,,False,18263725,,,eng,0,2014.0,,701.0,755.0,2807.0,7316.0,11356.0,21249,The Crossover
Andrea Hirata,4.06,5477.0,,False,1464757,,,ind,0,2007.0,,115.0,464.0,2507.0,4635.0,4538.0,11719,"Edensor (Tetralogi Laskar Pelangi, #3)"
Alan Hollinghurst,3.7,5478.0,,False,139087,,,eng,0,2004.0,,790.0,1749.0,4280.0,6190.0,4751.0,15844,The Line of Beauty
Susanna Kearsley,4.01,5479.0,,False,9792287,,,eng,0,2011.0,,203.0,831.0,4765.0,9659.0,7349.0,18553,The Rose Garden
Frank E. Peretti,3.8,5480.0,,False,65684,,,en-US,0,2005.0,,511.0,1606.0,4722.0,5733.0,5822.0,17583,Monster
Daniel Silva,4.12,5481.0,,False,93795,,,en-US,0,2002.0,,93.0,385.0,3586.0,9527.0,7062.0,16810,"The English Assassin (Gabriel Allon, #2)"
Chuck Klosterman,3.85,5482.0,,False,24475,,,en-US,0,2006.0,,129.0,705.0,4153.0,6861.0,3597.0,13892,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas
Peter F. Drucker,4.11,5483.0,,False,48019,,,,0,1966.0,,318.0,721.0,3134.0,5701.0,7349.0,16326,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials)
"Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",3.9,5484.0,,False,23093359,,,eng,0,2014.0,,916.0,1615.0,5546.0,9383.0,8912.0,25138,"The Wicked + The Divine, Vol. 1: The Faust Act"
Dean Koontz,3.69,5485.0,,False,17797381,,,eng,0,2013.0,,678.0,1750.0,4887.0,6031.0,4759.0,13482,Innocence
John Sandford,4.0,5486.0,,False,988950,,,en-US,0,2004.0,,337.0,739.0,4335.0,8610.0,6842.0,18708,"Dark of the Moon (Virgil Flowers, #1)"
"Esther Hicks, Jerry Hicks",4.15,5487.0,,False,343614,,,,0,2006.0,,320.0,617.0,2433.0,4075.0,6731.0,13358,The Law of Attraction: The Basics of the Teachings of Abraham
Alexandra Bracken,4.36,5488.0,,False,16150831,,,eng,0,2014.0,,186.0,670.0,3147.0,8802.0,15206.0,25788,"In The Afterlight (The Darkest Minds, #3)"
Aimee Carter,4.02,5489.0,,False,12637490,,,eng,0,2012.0,,571.0,1647.0,5492.0,8643.0,11003.0,26286,"Goddess Interrupted (Goddess Test, #2)"
"Holly Black, Tony DiTerlizzi",3.87,5490.0,,False,280277,,,eng,0,2003.0,,244.0,1320.0,7895.0,9138.0,7804.0,25217,"Lucinda's Secret (The Spiderwick Chronicles, #3)"
"Beverly Cleary, Tracy Dockray",3.97,5491.0,,False,568476,,,eng,0,1950.0,,295.0,884.0,5894.0,7699.0,7846.0,21823,"Henry Huggins (Henry Huggins, #1)"
"Russell Hoban, Garth Williams",4.14,5492.0,,False,906541,,,eng,0,1960.0,,333.0,958.0,4598.0,6569.0,10646.0,22865,Bedtime for Frances
"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",4.3,5493.0,,False,328802,,,eng,0,1981.0,,200.0,407.0,1980.0,5376.0,8251.0,13859,Totto-chan: The Little Girl at the Window
Joe Abercrombie,4.2,5494.0,,False,22055283,,,eng,0,2015.0,,52.0,299.0,2560.0,8863.0,7114.0,12396,"Half the World (Shattered Sea, #2)"
Roger Lowenstein,4.16,5495.0,,False,10669,,,en-US,0,2000.0,,183.0,395.0,2606.0,6635.0,6657.0,15619,When Genius Failed: The Rise and Fall of Long-Term Capital Management
Natalie Goldberg,4.17,5496.0,,False,44905,,,eng,0,1986.0,,207.0,701.0,3527.0,7233.0,9170.0,18477,Writing Down the Bones: Freeing the Writer Within
Darren Shan,4.17,5497.0,,False,8963,,,,0,2002.0,,120.0,752.0,3868.0,6946.0,9347.0,19326,"Hunters of the Dusk (Cirque Du Freak, #7)"
Tad Williams,3.9,5498.0,,False,28695,,,eng,0,1996.0,,537.0,1435.0,4488.0,7527.0,6829.0,19334,"City of Golden Shadow (Otherland, #1)"
Charlaine Harris,3.95,5499.0,,False,140097,,,eng,0,2007.0,,186.0,1199.0,7172.0,11549.0,8722.0,26178,"An Ice Cold Grave (Harper Connelly, #3)"
Katherine Paterson,3.64,5500.0,,False,337058,,,eng,0,1980.0,,1066.0,2636.0,7650.0,8766.0,6592.0,24920,Jacob Have I Loved
"James Patterson, Liza Marklund",3.78,5501.0,,False,7134201,,,eng,0,2010.0,,360.0,1569.0,5879.0,7931.0,5437.0,18542,The Postcard Killers
"Julietta Suzuki, Tomo Kimura",4.38,5502.0,,False,8230409,,,eng,0,2008.0,,352.0,608.0,2414.0,4728.0,12625.0,20569,"Kamisama Kiss, Vol. 1"
Colleen Hoover,4.14,5503.0,,False,23587984,,,en-US,0,2014.0,,310.0,1009.0,4677.0,9769.0,11340.0,26102,"Maybe Not (Maybe, #1.5)"
D.J. MacHale,4.16,5504.0,,False,147801,,,eng,0,2004.0,,181.0,636.0,3640.0,7120.0,8723.0,19634,"Black Water (Pendragon, #5)"
Agatha Christie,3.95,5505.0,,False,121648,,,eng,0,1942.0,,113.0,807.0,6389.0,10238.0,7201.0,19618,"Five Little Pigs (Hercule Poirot, #24)"
China Miéville,3.86,5506.0,,False,9265453,,,eng,0,2011.0,,515.0,1311.0,4527.0,8335.0,5828.0,17388,Embassytown
Dean Koontz,3.84,5507.0,,False,15752,,,,0,2002.0,,264.0,1118.0,5698.0,7569.0,5540.0,19276,By the Light of the Moon
Arthur Conan Doyle,4.45,5508.0,,False,3581,,,eng,0,1927.0,,92.0,194.0,1676.0,5641.0,10479.0,17950,"Sherlock Holmes: The Complete Novels and Stories, Volume I"
Dorothy L. Sayers,4.14,5509.0,,False,246225,,,eng,0,1930.0,,224.0,589.0,3601.0,8103.0,8341.0,18578,"Strong Poison (Lord Peter Wimsey, #6)"
Gary Larson,4.42,5510.0,,False,77281,,,eng,0,1984.0,,110.0,281.0,2205.0,5944.0,11579.0,20022,The Far Side Gallery
Julie Kagawa,4.26,5511.0,,False,13581990,,,eng,0,2013.0,,438.0,917.0,4020.0,9220.0,14746.0,27278,"The Eternity Cure (Blood of Eden, #2)"
J.D. Robb,4.31,5512.0,,False,238125,,,eng,0,1998.0,,54.0,360.0,3810.0,10087.0,13162.0,24511,"Holiday in Death (In Death, #7)"
Tarryn Fisher,4.4,5513.0,,False,16090981,,,eng,0,2013.0,,340.0,755.0,2930.0,7815.0,16939.0,28533,"Thief (Love Me with Lies, #3)"
Aron Ralston,3.82,5514.0,,False,166562,,,en-US,0,2004.0,,405.0,1201.0,4265.0,6428.0,4739.0,14350,Between a Rock and a Hard Place
David Gemmell,4.25,5515.0,,False,618177,,,en-US,0,1984.0,,198.0,644.0,2946.0,6695.0,10037.0,18260,"Legend (The Drenai Saga, #1)"
Sheila Turnage,4.01,5516.0,,False,11737313,,,eng,0,2012.0,,524.0,908.0,3404.0,6405.0,7059.0,17797,"Three Times Lucky (Tupelo Landing, #1)"
Meg Cabot,3.77,5517.0,,False,23223,,,en-GB,0,2004.0,,477.0,1587.0,6350.0,7178.0,6061.0,19771,"Every Boy's Got One (Boy, #3)"
Ann Rule,4.2,5518.0,,False,231585,,,eng,0,1987.0,,112.0,404.0,3102.0,6672.0,7971.0,17384,Small Sacrifices: A True Story of Passion and Murder
Chris Bohjalian,3.68,5519.0,,False,25430584,,,eng,0,2016.0,,418.0,1354.0,5382.0,8035.0,3392.0,14635,The Guest Room
"Avery Monsen, Jory John",4.24,5520.0,,False,8044557,,,eng,0,2010.0,,236.0,662.0,3131.0,6169.0,9898.0,19423,All My Friends Are Dead
Matthew Reilly,4.16,5521.0,,False,617526,,,eng,0,2007.0,,231.0,667.0,3025.0,6444.0,8034.0,17064,"The Six Sacred Stones (Jack West Jr, #2)"
Nora Roberts,4.16,5522.0,,False,534733,,,en-US,0,1998.0,,68.0,616.0,4923.0,9286.0,10420.0,23604,"Rising Tides (Chesapeake Bay Saga, #2)"
Tite Kubo,4.41,5523.0,,False,2879,,,eng,0,2004.0,,179.0,460.0,2037.0,3934.0,10558.0,17078,"Bleach, Volume 15"
"Johnny Cash, Patrick   Carr",4.08,5524.0,,False,35488,,,en-US,0,1997.0,,243.0,585.0,3076.0,5874.0,6215.0,15113,Cash
Sidney Sheldon,3.61,5525.0,,False,115130,,,eng,0,1976.0,,430.0,1621.0,5518.0,5509.0,3561.0,15606,A Stranger In The Mirror
Carl Hiaasen,3.86,5526.0,,False,13067,,,en-US,0,2005.0,,306.0,1218.0,5764.0,8377.0,6101.0,20076,Flush
"Isak Dinesen, Karen Blixen",3.96,5527.0,,False,781787,,,eng,0,1937.0,,405.0,1353.0,5209.0,9006.0,8212.0,21687,Out of Africa
Robert Crais,4.1,5528.0,,False,57951,,,en-US,0,2007.0,,196.0,515.0,3370.0,8108.0,6992.0,17637,"The Watchman (Elvis Cole, #11; Joe Pike, #1)"
Nassim Nicholas Taleb,4.04,5529.0,,False,13530973,,,eng,0,2012.0,,705.0,1113.0,2979.0,5654.0,8055.0,16184,Antifragile: Things That Gain from Disorder
Molly McAdams,4.13,5530.0,,False,16122163,,,en-GB,0,2012.0,,761.0,1238.0,3866.0,8237.0,12065.0,11196,"From Ashes (From Ashes, #1)"
Sam Harris,3.83,5531.0,,False,13259270,,,eng,0,2012.0,,615.0,1206.0,3887.0,5979.0,5226.0,15647,Free Will
Marieke Nijkamp,3.63,5532.0,,False,24529123,,,eng,0,2016.0,,1281.0,3106.0,7170.0,8414.0,7166.0,23764,This Is Where It Ends
Rachel Vincent,3.79,5533.0,,False,793399,,,eng,0,2007.0,,1370.0,2607.0,7014.0,9399.0,10072.0,29063,"Stray (Shifters, #1)"
Elin Hilderbrand,3.66,5534.0,,False,2285777,,,,0,2008.0,,487.0,1889.0,6361.0,6956.0,4713.0,19033,A Summer Affair
Rebecca Stead,3.81,5535.0,,False,13262061,,,eng,0,2012.0,,577.0,1306.0,5211.0,7835.0,5653.0,18990,Liar & Spy
"Brian Jacques, Gary Chalk",3.96,5536.0,,False,7993,,,,0,1991.0,,108.0,851.0,6051.0,8437.0,7117.0,21214,"Mariel of Redwall (Redwall, #4)"
Steven Pinker,4.07,5537.0,,False,5752,,,eng,0,2002.0,,397.0,803.0,2781.0,5801.0,6647.0,15647,The Blank Slate: The Modern Denial of Human Nature
Peter F. Hamilton,4.18,5538.0,,False,866136,,,en-US,0,2007.0,,160.0,494.0,2781.0,7678.0,7527.0,16181,The Dreaming Void
Meg Cabot,3.87,5539.0,,False,5135798,,,eng,0,2009.0,,421.0,1854.0,6931.0,9011.0,8348.0,25531,"Being Nikki (Airhead, #2)"
"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",3.67,5540.0,,False,104837,,,eng,0,1606.0,,369.0,2123.0,7948.0,8298.0,5373.0,20594,Antony and Cleopatra
Margaret Peterson Haddix,4.05,5541.0,,False,303472,,,en-US,0,2001.0,,164.0,764.0,5311.0,9075.0,8595.0,21629,"Among the Impostors (Shadow Children, #2)"
Christopher Pike,4.14,5542.0,,False,7775611,,,en-US,0,2010.0,,549.0,1052.0,2875.0,4005.0,9053.0,17343,"Thirst No. 3: The Eternal Dawn (Thirst, #3)"
Zane,4.26,5543.0,,False,169331,,,eng,0,1998.0,,442.0,672.0,1944.0,3591.0,8531.0,13677,Addicted
Kristen Simmons,3.78,5544.0,,False,10677277,,,en-US,0,2012.0,,1007.0,2127.0,6014.0,8111.0,7737.0,23732,"Article 5 (Article 5, #1)"
"Randy Shilts, William Greider",4.37,5545.0,,False,28212,,,,0,1987.0,,152.0,324.0,1945.0,5815.0,9717.0,16769,"And the Band Played On: Politics, People, and the AIDS Epidemic"
Laurelin Paige,4.27,5546.0,,False,17930773,,,eng,0,2013.0,,219.0,723.0,3903.0,10649.0,13768.0,27097,"Found in You (Fixed, #2)"
Lara Adrian,4.23,5547.0,,False,1928873,,,eng,0,2008.0,,149.0,682.0,4582.0,10267.0,12982.0,26597,"Midnight Rising (Midnight Breed, #4)"
Karin Slaughter,4.12,5548.0,,False,21719,,,eng,0,2002.0,,165.0,616.0,4035.0,9035.0,8399.0,18833,"Kisscut (Grant County, #2)"
